ID,Stage,Row,Mat,Array,Bank,Chip,Rank,Data_type
22226,0,21,0,0,0,0,0,data
22227,0,21,0,0,0,0,0,data
22228,0,21,0,0,0,0,0,data
22229,0,21,0,0,0,0,0,data
22230,0,21,0,0,0,0,0,data
22231,0,21,0,0,0,0,0,data
22232,0,21,0,0,0,0,0,data
22233,0,21,0,0,0,0,0,data
22234,0,21,0,0,0,0,0,data
22235,0,21,0,0,0,0,0,data
22236,0,21,0,0,0,0,0,data
22237,0,21,0,0,0,0,0,data
22238,0,21,0,0,0,0,0,data
22239,0,21,0,0,0,0,0,data
22240,0,21,0,0,0,0,0,data
22241,0,21,0,0,0,0,0,data
22242,0,21,0,0,0,0,0,data
22243,0,21,0,0,0,0,0,data
22244,0,21,0,0,0,0,0,data
22245,0,21,0,0,0,0,0,data
22246,0,21,0,0,0,0,0,data
22247,0,21,0,0,0,0,0,data
22248,0,21,0,0,0,0,0,data
22249,0,21,0,0,0,0,0,data
22250,0,21,0,0,0,0,0,data
22251,0,21,0,0,0,0,0,data
22252,0,21,0,0,0,0,0,data
22253,0,21,0,0,0,0,0,data
22254,0,21,0,0,0,0,0,data
22255,0,21,0,0,0,0,0,data
22256,0,21,0,0,0,0,0,data
22257,0,21,0,0,0,0,0,data
22258,0,21,0,0,0,0,0,data
22259,0,21,0,0,0,0,0,data
22260,0,21,0,0,0,0,0,data
22261,0,21,0,0,0,0,0,data
22262,0,21,0,0,0,0,0,data
22263,0,21,0,0,0,0,0,data
22264,0,21,0,0,0,0,0,data
22265,0,21,0,0,0,0,0,data
22266,0,21,0,0,0,0,0,data
22267,0,21,0,0,0,0,0,data
22268,0,21,0,0,0,0,0,data
22269,0,21,0,0,0,0,0,data
22270,0,21,0,0,0,0,0,data
22271,0,21,0,0,0,0,0,data
22272,0,21,0,0,0,0,0,data
22273,0,21,0,0,0,0,0,data
22274,0,21,0,0,0,0,0,data
22275,0,21,0,0,0,0,0,data
22276,0,21,0,0,0,0,0,data
22277,0,21,0,0,0,0,0,data
22278,0,21,0,0,0,0,0,data
22279,0,21,0,0,0,0,0,data
22280,0,21,0,0,0,0,0,data
22281,0,21,0,0,0,0,0,data
22282,0,21,0,0,0,0,0,data
22283,0,21,0,0,0,0,0,data
22284,0,21,0,0,0,0,0,data
22285,0,21,0,0,0,0,0,data
22286,0,21,0,0,0,0,0,data
22287,0,21,0,0,0,0,0,data
22288,0,21,0,0,0,0,0,data
22289,0,21,0,0,0,0,0,data
22290,0,21,0,0,0,0,0,data
22291,0,21,0,0,0,0,0,data
22292,0,21,0,0,0,0,0,data
22293,0,21,0,0,0,0,0,data
22294,0,21,0,0,0,0,0,data
22295,0,21,0,0,0,0,0,data
22296,0,21,0,0,0,0,0,data
22297,0,21,0,0,0,0,0,data
22298,0,21,0,0,0,0,0,data
22299,0,21,0,0,0,0,0,data
22300,0,21,0,0,0,0,0,data
22301,0,21,0,0,0,0,0,data
22302,0,21,0,0,0,0,0,data
22303,0,21,0,0,0,0,0,data
22304,0,21,0,0,0,0,0,data
22305,0,21,0,0,0,0,0,data
22306,0,21,0,0,0,0,0,data
22307,0,21,0,0,0,0,0,data
22308,0,21,0,0,0,0,0,data
22309,0,21,0,0,0,0,0,data
22310,0,21,0,0,0,0,0,data
22311,0,21,0,0,0,0,0,data
22312,0,21,0,0,0,0,0,data
22313,0,21,0,0,0,0,0,data
22314,0,21,0,0,0,0,0,data
22315,0,21,0,0,0,0,0,data
22316,0,21,0,0,0,0,0,data
22317,0,21,0,0,0,0,0,data
22318,0,21,0,0,0,0,0,data
22319,0,21,0,0,0,0,0,data
22320,0,21,0,0,0,0,0,data
22321,0,21,0,0,0,0,0,data
22322,0,21,0,0,0,0,0,data
22323,0,21,0,0,0,0,0,data
22324,0,21,0,0,0,0,0,data
22325,0,21,0,0,0,0,0,data
22326,0,21,0,0,0,0,0,data
22327,0,21,0,0,0,0,0,data
22328,0,21,0,0,0,0,0,data
22329,0,21,0,0,0,0,0,data
22330,0,21,0,0,0,0,0,data
22331,0,21,0,0,0,0,0,data
22332,0,21,0,0,0,0,0,data
22333,0,21,0,0,0,0,0,data
22334,0,21,0,0,0,0,0,data
22335,0,21,0,0,0,0,0,data
22336,0,21,0,0,0,0,0,data
22337,0,21,0,0,0,0,0,data
22338,0,21,0,0,0,0,0,data
22339,0,21,0,0,0,0,0,data
22340,0,21,0,0,0,0,0,data
22341,0,21,0,0,0,0,0,data
22342,0,21,0,0,0,0,0,data
22343,0,21,0,0,0,0,0,data
22344,0,21,0,0,0,0,0,data
22345,0,21,0,0,0,0,0,data
22346,0,21,0,0,0,0,0,data
22347,0,21,0,0,0,0,0,data
22348,0,21,0,0,0,0,0,data
22349,0,21,0,0,0,0,0,data
22350,0,21,0,0,0,0,0,data
22351,0,21,0,0,0,0,0,data
22352,0,21,0,0,0,0,0,data
22353,0,21,0,0,0,0,0,data
22354,0,21,0,0,0,0,0,data
22355,0,21,0,0,0,0,0,data
22356,0,21,0,0,0,0,0,data
22357,0,21,0,0,0,0,0,data
22358,0,21,0,0,0,0,0,data
22359,0,21,0,0,0,0,0,data
22360,0,21,0,0,0,0,0,data
22361,0,21,0,0,0,0,0,data
22362,0,21,0,0,0,0,0,data
22363,0,21,0,0,0,0,0,data
22364,0,21,0,0,0,0,0,data
22365,0,21,0,0,0,0,0,data
22366,0,21,0,0,0,0,0,data
22367,0,21,0,0,0,0,0,data
22368,0,21,0,0,0,0,0,data
22369,0,21,0,0,0,0,0,data
22370,0,21,0,0,0,0,0,data
22371,0,21,0,0,0,0,0,data
22372,0,21,0,0,0,0,0,data
22373,0,21,0,0,0,0,0,data
22374,0,21,0,0,0,0,0,data
22375,0,21,0,0,0,0,0,data
22376,0,21,0,0,0,0,0,data
22377,0,21,0,0,0,0,0,data
22378,0,21,0,0,0,0,0,data
22379,0,21,0,0,0,0,0,data
22380,0,21,0,0,0,0,0,data
22381,0,21,0,0,0,0,0,data
22382,0,21,0,0,0,0,0,data
22383,0,21,0,0,0,0,0,data
22384,0,21,0,0,0,0,0,data
22385,0,21,0,0,0,0,0,data
22386,0,21,0,0,0,0,0,data
22387,0,21,0,0,0,0,0,data
22388,0,21,0,0,0,0,0,data
22389,0,21,0,0,0,0,0,data
22390,0,21,0,0,0,0,0,data
22391,0,21,0,0,0,0,0,data
22392,0,21,0,0,0,0,0,data
22393,0,21,0,0,0,0,0,data
22394,0,21,0,0,0,0,0,data
22395,0,21,0,0,0,0,0,data
22396,0,21,0,0,0,0,0,data
22397,0,21,0,0,0,0,0,data
22398,0,21,0,0,0,0,0,data
22399,0,21,0,0,0,0,0,data
22400,0,21,0,0,0,0,0,data
22401,0,21,0,0,0,0,0,data
22402,0,21,0,0,0,0,0,data
22403,0,21,0,0,0,0,0,data
22404,0,21,0,0,0,0,0,data
22405,0,21,0,0,0,0,0,data
22406,0,21,0,0,0,0,0,data
22407,0,21,0,0,0,0,0,data
22408,0,21,0,0,0,0,0,data
22409,0,21,0,0,0,0,0,data
22410,0,21,0,0,0,0,0,data
22411,0,21,0,0,0,0,0,data
22412,0,21,0,0,0,0,0,data
22413,0,21,0,0,0,0,0,data
22414,0,21,0,0,0,0,0,data
22415,0,21,0,0,0,0,0,data
22416,0,21,0,0,0,0,0,data
22417,0,21,0,0,0,0,0,data
22418,0,21,0,0,0,0,0,data
22419,0,21,0,0,0,0,0,data
22420,0,21,0,0,0,0,0,data
22421,0,21,0,0,0,0,0,data
22422,0,21,0,0,0,0,0,data
22423,0,21,0,0,0,0,0,data
22424,0,21,0,0,0,0,0,data
22425,0,21,0,0,0,0,0,data
22426,0,21,0,0,0,0,0,data
22427,0,21,0,0,0,0,0,data
22428,0,21,0,0,0,0,0,data
22429,0,21,0,0,0,0,0,data
22430,0,21,0,0,0,0,0,data
22431,0,21,0,0,0,0,0,data
22432,0,21,0,0,0,0,0,data
22433,0,21,0,0,0,0,0,data
22434,0,21,0,0,0,0,0,data
22435,0,21,0,0,0,0,0,data
22436,0,21,0,0,0,0,0,data
22437,0,21,0,0,0,0,0,data
22438,0,21,0,0,0,0,0,data
22439,0,21,0,0,0,0,0,data
22440,0,21,0,0,0,0,0,data
22441,0,21,0,0,0,0,0,data
22442,0,21,0,0,0,0,0,data
22443,0,21,0,0,0,0,0,data
22444,0,21,0,0,0,0,0,data
22445,0,21,0,0,0,0,0,data
22446,0,21,0,0,0,0,0,data
22447,0,21,0,0,0,0,0,data
22448,0,21,0,0,0,0,0,data
22449,0,21,0,0,0,0,0,data
22450,0,21,0,0,0,0,0,data
22451,0,21,0,0,0,0,0,data
22452,0,21,0,0,0,0,0,data
22453,0,21,0,0,0,0,0,data
22454,0,21,0,0,0,0,0,data
22455,0,21,0,0,0,0,0,data
22456,0,21,0,0,0,0,0,data
22457,0,21,0,0,0,0,0,data
22458,0,21,0,0,0,0,0,data
22459,0,21,0,0,0,0,0,data
22460,0,21,0,0,0,0,0,data
22461,0,21,0,0,0,0,0,data
22462,0,21,0,0,0,0,0,data
22463,0,21,0,0,0,0,0,data
22464,0,21,0,0,0,0,0,data
22465,0,21,0,0,0,0,0,data
22466,0,21,0,0,0,0,0,data
22467,0,21,0,0,0,0,0,data
22468,0,21,0,0,0,0,0,data
22469,0,21,0,0,0,0,0,data
22470,0,21,0,0,0,0,0,data
22471,0,21,0,0,0,0,0,data
22472,0,21,0,0,0,0,0,data
22473,0,21,0,0,0,0,0,data
22474,0,21,0,0,0,0,0,data
22475,0,21,0,0,0,0,0,data
22476,0,21,0,0,0,0,0,data
22477,0,21,0,0,0,0,0,data
22478,0,21,0,0,0,0,0,data
22479,0,21,0,0,0,0,0,data
22480,0,21,0,0,0,0,0,data
22481,0,21,0,0,0,0,0,data
22482,0,21,0,0,0,0,0,data
22483,0,21,0,0,0,0,0,data
22484,0,21,0,0,0,0,0,data
22485,0,21,0,0,0,0,0,data
22486,0,21,0,0,0,0,0,data
22487,0,21,0,0,0,0,0,data
22488,0,21,0,0,0,0,0,data
22489,0,21,0,0,0,0,0,data
22490,0,21,0,0,0,0,0,data
22491,0,21,0,0,0,0,0,data
22492,0,21,0,0,0,0,0,data
22493,0,21,0,0,0,0,0,data
22494,0,21,0,0,0,0,0,data
22495,0,21,0,0,0,0,0,data
22496,0,21,0,0,0,0,0,data
22497,0,21,0,0,0,0,0,data
22498,0,21,0,0,0,0,0,data
22499,0,21,0,0,0,0,0,data
22500,0,21,0,0,0,0,0,data
22501,0,21,0,0,0,0,0,data
22502,0,21,0,0,0,0,0,data
22503,0,21,0,0,0,0,0,data
22504,0,21,0,0,0,0,0,data
22505,0,21,0,0,0,0,0,data
22506,0,21,0,0,0,0,0,data
22507,0,21,0,0,0,0,0,data
22508,0,21,0,0,0,0,0,data
22509,0,21,0,0,0,0,0,data
22510,0,21,0,0,0,0,0,data
22511,0,21,0,0,0,0,0,data
22512,0,21,0,0,0,0,0,data
22513,0,21,0,0,0,0,0,data
22514,0,21,0,0,0,0,0,data
22515,0,21,0,0,0,0,0,data
22516,0,21,0,0,0,0,0,data
22517,0,21,0,0,0,0,0,data
22518,0,21,0,0,0,0,0,data
22519,0,21,0,0,0,0,0,data
22520,0,21,0,0,0,0,0,data
22521,0,21,0,0,0,0,0,data
22522,0,21,0,0,0,0,0,data
22523,0,21,0,0,0,0,0,data
22524,0,21,0,0,0,0,0,data
22525,0,21,0,0,0,0,0,data
22526,0,21,0,0,0,0,0,data
22527,0,21,0,0,0,0,0,data
22528,0,22,0,0,0,0,0,data
22529,0,22,0,0,0,0,0,data
22530,0,22,0,0,0,0,0,data
22531,0,22,0,0,0,0,0,data
22532,0,22,0,0,0,0,0,data
22533,0,22,0,0,0,0,0,data
22534,0,22,0,0,0,0,0,data
22535,0,22,0,0,0,0,0,data
22536,0,22,0,0,0,0,0,data
22537,0,22,0,0,0,0,0,data
22538,0,22,0,0,0,0,0,data
22539,0,22,0,0,0,0,0,data
22540,0,22,0,0,0,0,0,data
22541,0,22,0,0,0,0,0,data
22542,0,22,0,0,0,0,0,data
22543,0,22,0,0,0,0,0,data
22544,0,22,0,0,0,0,0,data
22545,0,22,0,0,0,0,0,data
22546,0,22,0,0,0,0,0,data
22547,0,22,0,0,0,0,0,data
22548,0,22,0,0,0,0,0,data
22549,0,22,0,0,0,0,0,data
22550,0,22,0,0,0,0,0,data
22551,0,22,0,0,0,0,0,data
22552,0,22,0,0,0,0,0,data
22553,0,22,0,0,0,0,0,data
22554,0,22,0,0,0,0,0,data
22555,0,22,0,0,0,0,0,data
22556,0,22,0,0,0,0,0,data
22557,0,22,0,0,0,0,0,data
22558,0,22,0,0,0,0,0,data
22559,0,22,0,0,0,0,0,data
22560,0,22,0,0,0,0,0,data
22561,0,22,0,0,0,0,0,data
22562,0,22,0,0,0,0,0,data
22563,0,22,0,0,0,0,0,data
22564,0,22,0,0,0,0,0,data
22565,0,22,0,0,0,0,0,data
22566,0,22,0,0,0,0,0,data
22567,0,22,0,0,0,0,0,data
22568,0,22,0,0,0,0,0,data
22569,0,22,0,0,0,0,0,data
22570,0,22,0,0,0,0,0,data
22571,0,22,0,0,0,0,0,data
22572,0,22,0,0,0,0,0,data
22573,0,22,0,0,0,0,0,data
22574,0,22,0,0,0,0,0,data
22575,0,22,0,0,0,0,0,data
22576,0,22,0,0,0,0,0,data
22577,0,22,0,0,0,0,0,data
22578,0,22,0,0,0,0,0,data
22579,0,22,0,0,0,0,0,data
22580,0,22,0,0,0,0,0,data
22581,0,22,0,0,0,0,0,data
22582,0,22,0,0,0,0,0,data
22583,0,22,0,0,0,0,0,data
22584,0,22,0,0,0,0,0,data
22585,0,22,0,0,0,0,0,data
22586,0,22,0,0,0,0,0,data
22587,0,22,0,0,0,0,0,data
22588,0,22,0,0,0,0,0,data
22589,0,22,0,0,0,0,0,data
22590,0,22,0,0,0,0,0,data
22591,0,22,0,0,0,0,0,data
22592,0,22,0,0,0,0,0,data
22593,0,22,0,0,0,0,0,data
22594,0,22,0,0,0,0,0,data
22595,0,22,0,0,0,0,0,data
22596,0,22,0,0,0,0,0,data
22597,0,22,0,0,0,0,0,data
22598,0,22,0,0,0,0,0,data
22599,0,22,0,0,0,0,0,data
22600,0,22,0,0,0,0,0,data
22601,0,22,0,0,0,0,0,data
22602,0,22,0,0,0,0,0,data
22603,0,22,0,0,0,0,0,data
22604,0,22,0,0,0,0,0,data
22605,0,22,0,0,0,0,0,data
22606,0,22,0,0,0,0,0,data
22607,0,22,0,0,0,0,0,data
22608,0,22,0,0,0,0,0,data
22609,0,22,0,0,0,0,0,data
22610,0,22,0,0,0,0,0,data
22611,0,22,0,0,0,0,0,data
22612,0,22,0,0,0,0,0,data
22613,0,22,0,0,0,0,0,data
22614,0,22,0,0,0,0,0,data
22615,0,22,0,0,0,0,0,data
22616,0,22,0,0,0,0,0,data
22617,0,22,0,0,0,0,0,data
22618,0,22,0,0,0,0,0,data
22619,0,22,0,0,0,0,0,data
22620,0,22,0,0,0,0,0,data
22621,0,22,0,0,0,0,0,data
22622,0,22,0,0,0,0,0,data
22623,0,22,0,0,0,0,0,data
22624,0,22,0,0,0,0,0,data
22625,0,22,0,0,0,0,0,data
22626,0,22,0,0,0,0,0,data
22627,0,22,0,0,0,0,0,data
22628,0,22,0,0,0,0,0,data
22629,0,22,0,0,0,0,0,data
22630,0,22,0,0,0,0,0,data
22631,0,22,0,0,0,0,0,data
22632,0,22,0,0,0,0,0,data
22633,0,22,0,0,0,0,0,data
22634,0,22,0,0,0,0,0,data
22635,0,22,0,0,0,0,0,data
22636,0,22,0,0,0,0,0,data
22637,0,22,0,0,0,0,0,data
22638,0,22,0,0,0,0,0,data
22639,0,22,0,0,0,0,0,data
22640,0,22,0,0,0,0,0,data
22641,0,22,0,0,0,0,0,data
22642,0,22,0,0,0,0,0,data
22643,0,22,0,0,0,0,0,data
22644,0,22,0,0,0,0,0,data
22645,0,22,0,0,0,0,0,data
22646,0,22,0,0,0,0,0,data
22647,0,22,0,0,0,0,0,data
22648,0,22,0,0,0,0,0,data
22649,0,22,0,0,0,0,0,data
22650,0,22,0,0,0,0,0,data
22651,0,22,0,0,0,0,0,data
22652,0,22,0,0,0,0,0,data
22653,0,22,0,0,0,0,0,data
22654,0,22,0,0,0,0,0,data
22655,0,22,0,0,0,0,0,data
22656,0,22,0,0,0,0,0,data
22657,0,22,0,0,0,0,0,data
22658,0,22,0,0,0,0,0,data
22659,0,22,0,0,0,0,0,data
22660,0,22,0,0,0,0,0,data
22661,0,22,0,0,0,0,0,data
22662,0,22,0,0,0,0,0,data
22663,0,22,0,0,0,0,0,data
22664,0,22,0,0,0,0,0,data
22665,0,22,0,0,0,0,0,data
22666,0,22,0,0,0,0,0,data
22667,0,22,0,0,0,0,0,data
22668,0,22,0,0,0,0,0,data
22669,0,22,0,0,0,0,0,data
22670,0,22,0,0,0,0,0,data
22671,0,22,0,0,0,0,0,data
22672,0,22,0,0,0,0,0,data
22673,0,22,0,0,0,0,0,data
22674,0,22,0,0,0,0,0,data
22675,0,22,0,0,0,0,0,data
22676,0,22,0,0,0,0,0,data
22677,0,22,0,0,0,0,0,data
22678,0,22,0,0,0,0,0,data
22679,0,22,0,0,0,0,0,data
22680,0,22,0,0,0,0,0,data
22681,0,22,0,0,0,0,0,data
22682,0,22,0,0,0,0,0,data
22683,0,22,0,0,0,0,0,data
22684,0,22,0,0,0,0,0,data
22685,0,22,0,0,0,0,0,data
22686,0,22,0,0,0,0,0,data
22687,0,22,0,0,0,0,0,data
22688,0,22,0,0,0,0,0,data
22689,0,22,0,0,0,0,0,data
22690,0,22,0,0,0,0,0,data
22691,0,22,0,0,0,0,0,data
22692,0,22,0,0,0,0,0,data
22693,0,22,0,0,0,0,0,data
22694,0,22,0,0,0,0,0,data
22695,0,22,0,0,0,0,0,data
22696,0,22,0,0,0,0,0,data
22697,0,22,0,0,0,0,0,data
22698,0,22,0,0,0,0,0,data
22699,0,22,0,0,0,0,0,data
22700,0,22,0,0,0,0,0,data
22701,0,22,0,0,0,0,0,data
22702,0,22,0,0,0,0,0,data
22703,0,22,0,0,0,0,0,data
22704,0,22,0,0,0,0,0,data
22705,0,22,0,0,0,0,0,data
22706,0,22,0,0,0,0,0,data
22707,0,22,0,0,0,0,0,data
22708,0,22,0,0,0,0,0,data
22709,0,22,0,0,0,0,0,data
22710,0,22,0,0,0,0,0,data
22711,0,22,0,0,0,0,0,data
22712,0,22,0,0,0,0,0,data
22713,0,22,0,0,0,0,0,data
22714,0,22,0,0,0,0,0,data
22715,0,22,0,0,0,0,0,data
22716,0,22,0,0,0,0,0,data
22717,0,22,0,0,0,0,0,data
22718,0,22,0,0,0,0,0,data
22719,0,22,0,0,0,0,0,data
22720,0,22,0,0,0,0,0,data
22721,0,22,0,0,0,0,0,data
22722,0,22,0,0,0,0,0,data
22723,0,22,0,0,0,0,0,data
22724,0,22,0,0,0,0,0,data
22725,0,22,0,0,0,0,0,data
22726,0,22,0,0,0,0,0,data
22727,0,22,0,0,0,0,0,data
22728,0,22,0,0,0,0,0,data
22729,0,22,0,0,0,0,0,data
22730,0,22,0,0,0,0,0,data
22731,0,22,0,0,0,0,0,data
22732,0,22,0,0,0,0,0,data
22733,0,22,0,0,0,0,0,data
22734,0,22,0,0,0,0,0,data
22735,0,22,0,0,0,0,0,data
22736,0,22,0,0,0,0,0,data
22737,0,22,0,0,0,0,0,data
22738,0,22,0,0,0,0,0,data
22739,0,22,0,0,0,0,0,data
22740,0,22,0,0,0,0,0,data
22741,0,22,0,0,0,0,0,data
22742,0,22,0,0,0,0,0,data
22743,0,22,0,0,0,0,0,data
22744,0,22,0,0,0,0,0,data
22745,0,22,0,0,0,0,0,data
22746,0,22,0,0,0,0,0,data
22747,0,22,0,0,0,0,0,data
22748,0,22,0,0,0,0,0,data
22749,0,22,0,0,0,0,0,data
22750,0,22,0,0,0,0,0,data
22751,0,22,0,0,0,0,0,data
22752,0,22,0,0,0,0,0,data
22753,0,22,0,0,0,0,0,data
22754,0,22,0,0,0,0,0,data
22755,0,22,0,0,0,0,0,data
22756,0,22,0,0,0,0,0,data
22757,0,22,0,0,0,0,0,data
22758,0,22,0,0,0,0,0,data
22759,0,22,0,0,0,0,0,data
22760,0,22,0,0,0,0,0,data
22761,0,22,0,0,0,0,0,data
22762,0,22,0,0,0,0,0,data
22763,0,22,0,0,0,0,0,data
22764,0,22,0,0,0,0,0,data
22765,0,22,0,0,0,0,0,data
22766,0,22,0,0,0,0,0,data
22767,0,22,0,0,0,0,0,data
22768,0,22,0,0,0,0,0,data
22769,0,22,0,0,0,0,0,data
22770,0,22,0,0,0,0,0,data
22771,0,22,0,0,0,0,0,data
22772,0,22,0,0,0,0,0,data
22773,0,22,0,0,0,0,0,data
22774,0,22,0,0,0,0,0,data
22775,0,22,0,0,0,0,0,data
22776,0,22,0,0,0,0,0,data
22777,0,22,0,0,0,0,0,data
22778,0,22,0,0,0,0,0,data
22779,0,22,0,0,0,0,0,data
22780,0,22,0,0,0,0,0,data
22781,0,22,0,0,0,0,0,data
22782,0,22,0,0,0,0,0,data
22783,0,22,0,0,0,0,0,data
22784,0,22,0,0,0,0,0,data
22785,0,22,0,0,0,0,0,data
22786,0,22,0,0,0,0,0,data
22787,0,22,0,0,0,0,0,data
22788,0,22,0,0,0,0,0,data
22789,0,22,0,0,0,0,0,data
22790,0,22,0,0,0,0,0,data
22791,0,22,0,0,0,0,0,data
22792,0,22,0,0,0,0,0,data
22793,0,22,0,0,0,0,0,data
22794,0,22,0,0,0,0,0,data
22795,0,22,0,0,0,0,0,data
22796,0,22,0,0,0,0,0,data
22797,0,22,0,0,0,0,0,data
22798,0,22,0,0,0,0,0,data
22799,0,22,0,0,0,0,0,data
22800,0,22,0,0,0,0,0,data
22801,0,22,0,0,0,0,0,data
22802,0,22,0,0,0,0,0,data
22803,0,22,0,0,0,0,0,data
22804,0,22,0,0,0,0,0,data
22805,0,22,0,0,0,0,0,data
22806,0,22,0,0,0,0,0,data
22807,0,22,0,0,0,0,0,data
22808,0,22,0,0,0,0,0,data
22809,0,22,0,0,0,0,0,data
22810,0,22,0,0,0,0,0,data
22811,0,22,0,0,0,0,0,data
22812,0,22,0,0,0,0,0,data
22813,0,22,0,0,0,0,0,data
22814,0,22,0,0,0,0,0,data
22815,0,22,0,0,0,0,0,data
22816,0,22,0,0,0,0,0,data
22817,0,22,0,0,0,0,0,data
22818,0,22,0,0,0,0,0,data
22819,0,22,0,0,0,0,0,data
22820,0,22,0,0,0,0,0,data
22821,0,22,0,0,0,0,0,data
22822,0,22,0,0,0,0,0,data
22823,0,22,0,0,0,0,0,data
22824,0,22,0,0,0,0,0,data
22825,0,22,0,0,0,0,0,data
22826,0,22,0,0,0,0,0,data
22827,0,22,0,0,0,0,0,data
22828,0,22,0,0,0,0,0,data
22829,0,22,0,0,0,0,0,data
22830,0,22,0,0,0,0,0,data
22831,0,22,0,0,0,0,0,data
22832,0,22,0,0,0,0,0,data
22833,0,22,0,0,0,0,0,data
22834,0,22,0,0,0,0,0,data
22835,0,22,0,0,0,0,0,data
22836,0,22,0,0,0,0,0,data
22837,0,22,0,0,0,0,0,data
22838,0,22,0,0,0,0,0,data
22839,0,22,0,0,0,0,0,data
22840,0,22,0,0,0,0,0,data
22841,0,22,0,0,0,0,0,data
22842,0,22,0,0,0,0,0,data
22843,0,22,0,0,0,0,0,data
22844,0,22,0,0,0,0,0,data
22845,0,22,0,0,0,0,0,data
22846,0,22,0,0,0,0,0,data
22847,0,22,0,0,0,0,0,data
22848,0,22,0,0,0,0,0,data
22849,0,22,0,0,0,0,0,data
22850,0,22,0,0,0,0,0,data
22851,0,22,0,0,0,0,0,data
22852,0,22,0,0,0,0,0,data
22853,0,22,0,0,0,0,0,data
22854,0,22,0,0,0,0,0,data
22855,0,22,0,0,0,0,0,data
22856,0,22,0,0,0,0,0,data
22857,0,22,0,0,0,0,0,data
22858,0,22,0,0,0,0,0,data
22859,0,22,0,0,0,0,0,data
22860,0,22,0,0,0,0,0,data
22861,0,22,0,0,0,0,0,data
22862,0,22,0,0,0,0,0,data
22863,0,22,0,0,0,0,0,data
22864,0,22,0,0,0,0,0,data
22865,0,22,0,0,0,0,0,data
22866,0,22,0,0,0,0,0,data
22867,0,22,0,0,0,0,0,data
22868,0,22,0,0,0,0,0,data
22869,0,22,0,0,0,0,0,data
22870,0,22,0,0,0,0,0,data
22871,0,22,0,0,0,0,0,data
22872,0,22,0,0,0,0,0,data
22873,0,22,0,0,0,0,0,data
22874,0,22,0,0,0,0,0,data
22875,0,22,0,0,0,0,0,data
22876,0,22,0,0,0,0,0,data
22877,0,22,0,0,0,0,0,data
22878,0,22,0,0,0,0,0,data
22879,0,22,0,0,0,0,0,data
22880,0,22,0,0,0,0,0,data
22881,0,22,0,0,0,0,0,data
22882,0,22,0,0,0,0,0,data
22883,0,22,0,0,0,0,0,data
22884,0,22,0,0,0,0,0,data
22885,0,22,0,0,0,0,0,data
22886,0,22,0,0,0,0,0,data
22887,0,22,0,0,0,0,0,data
22888,0,22,0,0,0,0,0,data
22889,0,22,0,0,0,0,0,data
22890,0,22,0,0,0,0,0,data
22891,0,22,0,0,0,0,0,data
22892,0,22,0,0,0,0,0,data
22893,0,22,0,0,0,0,0,data
22894,0,22,0,0,0,0,0,data
22895,0,22,0,0,0,0,0,data
22896,0,22,0,0,0,0,0,data
22897,0,22,0,0,0,0,0,data
22898,0,22,0,0,0,0,0,data
22899,0,22,0,0,0,0,0,data
22900,0,22,0,0,0,0,0,data
22901,0,22,0,0,0,0,0,data
22902,0,22,0,0,0,0,0,data
22903,0,22,0,0,0,0,0,data
22904,0,22,0,0,0,0,0,data
22905,0,22,0,0,0,0,0,data
22906,0,22,0,0,0,0,0,data
22907,0,22,0,0,0,0,0,data
22908,0,22,0,0,0,0,0,data
22909,0,22,0,0,0,0,0,data
22910,0,22,0,0,0,0,0,data
22911,0,22,0,0,0,0,0,data
22912,0,22,0,0,0,0,0,data
22913,0,22,0,0,0,0,0,data
22914,0,22,0,0,0,0,0,data
22915,0,22,0,0,0,0,0,data
22916,0,22,0,0,0,0,0,data
22917,0,22,0,0,0,0,0,data
22918,0,22,0,0,0,0,0,data
22919,0,22,0,0,0,0,0,data
22920,0,22,0,0,0,0,0,data
22921,0,22,0,0,0,0,0,data
22922,0,22,0,0,0,0,0,data
22923,0,22,0,0,0,0,0,data
22924,0,22,0,0,0,0,0,data
22925,0,22,0,0,0,0,0,data
22926,0,22,0,0,0,0,0,data
22927,0,22,0,0,0,0,0,data
22928,0,22,0,0,0,0,0,data
22929,0,22,0,0,0,0,0,data
22930,0,22,0,0,0,0,0,data
22931,0,22,0,0,0,0,0,data
22932,0,22,0,0,0,0,0,data
22933,0,22,0,0,0,0,0,data
22934,0,22,0,0,0,0,0,data
22935,0,22,0,0,0,0,0,data
22936,0,22,0,0,0,0,0,data
22937,0,22,0,0,0,0,0,data
22938,0,22,0,0,0,0,0,data
22939,0,22,0,0,0,0,0,data
22940,0,22,0,0,0,0,0,data
22941,0,22,0,0,0,0,0,data
22942,0,22,0,0,0,0,0,data
22943,0,22,0,0,0,0,0,data
22944,0,22,0,0,0,0,0,data
22945,0,22,0,0,0,0,0,data
22946,0,22,0,0,0,0,0,data
22947,0,22,0,0,0,0,0,data
22948,0,22,0,0,0,0,0,data
22949,0,22,0,0,0,0,0,data
22950,0,22,0,0,0,0,0,data
22951,0,22,0,0,0,0,0,data
22952,0,22,0,0,0,0,0,data
22953,0,22,0,0,0,0,0,data
22954,0,22,0,0,0,0,0,data
22955,0,22,0,0,0,0,0,data
22956,0,22,0,0,0,0,0,data
22957,0,22,0,0,0,0,0,data
22958,0,22,0,0,0,0,0,data
22959,0,22,0,0,0,0,0,data
22960,0,22,0,0,0,0,0,data
